trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
762,False,"{'a': 0.6, 'e': 1.7222256666735557e-06}",20,5,29.008636816055756,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
763,False,"{'a': 0.6, 'e': 1.7177142719725716e-06}",30,20,6.842760521112738,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
764,False,"{'a': 0.6, 'e': 1.7132205805761904e-06}",25,14,21.278346353852772,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
765,False,"{'a': 0.6, 'e': 1.7087444999786407e-06}",30,5,36.49110297611927,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
766,False,"{'a': 0.6, 'e': 1.7042859382775805e-06}",25,0,37.42801188344278,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
767,False,"{'a': 0.6, 'e': 1.6998448041693794e-06}",30,0,45.30345708148673,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
768,False,"{'a': 0.6, 'e': 1.6954210069444444e-06}",30,20,18.49622219361291,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
769,False,"{'a': 0.6, 'e': 1.6910144564825885e-06}",20,15,10.215938722490502,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
770,False,"{'a': 0.6, 'e': 1.6866250632484399e-06}",30,14,27.227494786510075,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
771,False,"{'a': 0.6, 'e': 1.6822527382868948e-06}",25,15,19.68740851808637,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
772,False,"{'a': 0.6, 'e': 1.67789739321861e-06}",20,10,18.211288320623154,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
773,False,"{'a': 0.6, 'e': 1.6735589402355367e-06}",20,7,20.316657417147372,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
774,False,"{'a': 0.6, 'e': 1.6692372920964953e-06}",30,3,44.61663739267093,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
775,False,"{'a': 0.6, 'e': 1.6649323621227887e-06}",25,10,27.28819160177087,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
776,False,"{'a': 0.6, 'e': 1.660644064193857e-06}",20,11,15.323970129922557,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
777,False,"{'a': 0.6, 'e': 1.656372312742969e-06}",20,13,11.258224889649636,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
778,False,"{'a': 0.6, 'e': 1.6521170227529557e-06}",20,8,24.62093213110268,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
779,False,"{'a': 0.6, 'e': 1.6478781097519779e-06}",20,4,23.032756609484043,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
780,False,"{'a': 0.6, 'e': 1.643655489809336e-06}",20,9,19.329963129812693,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
781,False,"{'a': 0.6, 'e': 1.6394490795313143e-06}",20,14,4.013143573220346,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
782,False,"{'a': 0.6, 'e': 1.635258796057064e-06}",25,0,37.976972373708925,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
783,False,"{'a': 0.6, 'e': 1.6310845570545222e-06}",25,11,26.851447225914377,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
